mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	9.0	0	0	4/4	2	1	E.I{		E	I		I	I						{	M	0	0	0, 4, 1		0	0
3	3	9	4.0	1/4	1/4	4/4	2	1	ii2(11)	I(1394)	E	I		ii2(11)	ii		2	11				mm7	0	0	0, 2, -1, 3	1	2	0
4	4	13	11.0	1/4	1/4	4/4	2	1	I}		E	I		I	I						}	M	0	0	0, 4, 1		0	0
4	4	15	0.0	3/4	3/4	4/4	2	1	{		E	I									{		0	0				
7	7	24	5.0	0	0	4/4	2	1	iii.V(64)		E	iii		V(64)	V			64				M	0	1	1, 0, -3		1	1
8	8	29	1.0	1/4	1/4	4/4	2	1	V7		E	iii		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
8	8	30	0.5	1/2	1/2	4/4	2	1	i(4)}		E	iii		i(4)	i			4			}	m	0	1	0, -1, 1		0	0
8	8	61/2	0.5	5/8	5/8	4/4	2	1	i		E	iii		i	i							m	0	1	0, -3, 1		0	0
8	8	31	0.5	3/4	3/4	4/4	2	1	i(9)		E	iii		i(9)	i			9				m	0	1	0, -3, 1	2	0	0
8	8	63/2	0.5	7/8	7/8	4/4	2	1	i|PAC		E	iii		i	i					PAC		m	0	1	0, -3, 1		0	0
9	9	32	3.0	0	0	4/4	2	1	I.ii{		E	I		ii	ii						{	m	0	0	2, -1, 3		2	2
9	9	35	1.0	3/4	3/4	4/4	2	1	ii7		E	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
10	10	36	1.0	0	0	4/4	2	1	V7(4)		E	I		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
10	10	37	3.0	1/4	1/4	4/4	2	1	V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	11	40	4.5	0	0	4/4	2	1	ii		E	I		ii	ii							m	0	0	2, -1, 3		2	2
12	12	89/2	1.0	1/8	1/8	4/4	2	1	V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	12	91/2	1.0	3/8	3/8	4/4	2	1	IV6(+4)		E	I		IV6(+4)	IV		6	+4				M	0	0	3, 0, -1	5	-1	3
12	12	93/2	1.0	5/8	5/8	4/4	2	1	#viio2/ii	V65(6#4#2)	E	I		#viio2/ii	#vii	o	2		ii			o7	0	0	-2, 7, 4, 1		7	-2
12	12	95/2	0.5	7/8	7/8	4/4	2	1	V65|HC}		E	I		V65	V		65			HC	}	Mm7	0	0	5, 2, -1, 1		1	5
13	13	48	3.0	0	0	4/4	2	1	ii{		E	I		ii	ii						{	m	0	0	2, -1, 3		2	2
13	13	51	1.0	3/4	3/4	4/4	2	1	ii7		E	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
14	14	52	1.0	0	0	4/4	2	1	V7(4)		E	I		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
14	14	53	3.0	1/4	1/4	4/4	2	1	V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
15	15	56	4.5	0	0	4/4	2	1	ii		E	I		ii	ii							m	0	0	2, -1, 3		2	2
16	16	121/2	2.0	1/8	1/8	4/4	2	1	V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
16	16	125/2	2.0	5/8	5/8	4/4	2	1	IV6		E	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
17	17	129/2	1.0	1/8	1/8	4/4	2	1	V65		E	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
17	17	131/2	1.0	3/8	3/8	4/4	2	1	I		E	I		I	I							M	0	0	0, 4, 1		0	0
17	17	133/2	1.0	5/8	5/8	4/4	2	1	#viio7/ii	V43(6#4#2)	E	I		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
17	17	135/2	0.5	7/8	7/8	4/4	2	1	V43|HC}		E	I		V43	V		43			HC	}	Mm7	0	0	2, -1, 1, 5		1	2
18	18	68	4.0	0	0	4/4	2	1	I[I{		E	I	I	I	I						{	M	0	0	0, 4, 1		0	0
19	19	72	1.0	0	0	4/4	2	1	vi	I(6)	E	I	I	vi	vi							m	0	0	3, 0, 4		3	3
19	19	73	2.5	1/4	1/4	4/4	2	1	I		E	I	I	I	I							M	0	0	0, 4, 1		0	0
19	19	151/2	0.5	7/8	7/8	4/4	2	1	vi65	I(6)	E	I	I	vi65	vi		65					mm7	0	0	0, 4, 1, 3		3	0
20	20	76	1.0	0	0	4/4	2	1	iii64	V6(6)	E	I	I	iii64	iii		64					m	0	0	5, 4, 1		4	5
20	20	77	2.5	1/4	1/4	4/4	2	1	ii2		E	I	I	ii2	ii		2					mm7	0	0	0, 2, -1, 3		2	0
20	20	159/2	0.5	7/8	7/8	4/4	2	1	V		E	I	I	V	V							M	0	0	1, 5, 2		1	1
21	21	80	0.5	0	0	4/4	2	1	I(9)}		E	I	I	I(9)	I			9			}	M	0	0	0, 4, 1	2	0	0
21	21	161/2	2.5	1/8	1/8	4/4	2	1	I|PAC		E	I	I	I	I					PAC		M	0	0	0, 4, 1		0	0
21	21	83	0.5	3/4	3/4	4/4	2	1	I(#4){		E	I	I	I(#4)	I			#4			{	M	0	0	0, 4, 6		0	0
21	21	167/2	0.5	7/8	7/8	4/4	2	1	I		E	I	I	I	I							M	0	0	0, 4, 1		0	0
22	22	84	0.5	0	0	4/4	2	1	vi2	I(6)	E	I	I	vi2	vi		2					mm7	0	0	1, 3, 0, 4		3	1
22	22	169/2	3.5	1/8	1/8	4/4	2	1	I		E	I	I	I	I							M	0	0	0, 4, 1		0	0
23	23	88	1.0	0	0	4/4	2	1	vi	I(6)	E	I	I	vi	vi							m	0	0	3, 0, 4		3	3
23	23	89	2.5	1/4	1/4	4/4	2	1	I		E	I	I	I	I							M	0	0	0, 4, 1		0	0
23	23	183/2	0.5	7/8	7/8	4/4	2	1	vi65	I(6)	E	I	I	vi65	vi		65					mm7	0	0	0, 4, 1, 3		3	0
24	24	92	1.0	0	0	4/4	2	1	iii6	V64(6)	E	I	I	iii6	iii		6					m	0	0	1, 5, 4		4	1
24	24	93	2.5	1/4	1/4	4/4	2	1	ii		E	I	I	ii	ii							m	0	0	2, -1, 3		2	2
24	24	191/2	0.5	7/8	7/8	4/4	2	1	V		E	I	I	V	V							M	0	0	1, 5, 2		1	1
25	25	96	0.5	0	0	4/4	2	1	I(9)}		E	I	I	I(9)	I			9			}	M	0	0	0, 4, 1	2	0	0
25	25	193/2	2.5	1/8	1/8	4/4	2	1	I|PAC		E	I	I	I	I					PAC		M	0	0	0, 4, 1		0	0
25	25	99	0.5	3/4	3/4	4/4	2	1	I(#4){		E	I	I	I(#4)	I			#4			{	M	0	0	0, 4, 6		0	0
25	25	199/2	0.5	7/8	7/8	4/4	2	1	I		E	I	I	I	I							M	0	0	0, 4, 1		0	0
26	26	100	1.0	0	0	4/4	2	1	vi2	I(6)	E	I	I	vi2	vi		2					mm7	0	0	1, 3, 0, 4		3	1
26	26	101	2.0	1/4	1/4	4/4	2	1	I		E	I	I	I	I							M	0	0	0, 4, 1		0	0
26	26	103	0.5	3/4	3/4	4/4	2	1	I(#4)		E	I	I	I(#4)	I			#4				M	0	0	0, 4, 6		0	0
26	26	207/2	0.5	7/8	7/8	4/4	2	1	I		E	I	I	I	I							M	0	0	0, 4, 1		0	0
27	27	104	1.0	0	0	4/4	2	1	vi2	I(6)	E	I	I	vi2	vi		2					mm7	0	0	1, 3, 0, 4		3	1
27	27	105	3.0	1/4	1/4	4/4	2	1	I]}		E	I	I	I	I						}	M	0	0	0, 4, 1		0	0
28	28	108	2.0	0	0	4/4	2	1	bIII.ii{		E	bIII		ii	ii						{	m	0	0	2, -1, 3		2	2
28	28	110	1.0	1/2	1/2	4/4	2	1	V7		E	bIII		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
28	28	111	0.5	3/4	3/4	4/4	2	1	I		E	bIII		I	I							M	0	0	0, 4, 1		0	0
28	28	223/2	0.5	7/8	7/8	4/4	2	1	I6		E	bIII		I6	I		6					M	0	0	4, 1, 0		0	4
29	29	112	0.5	0	0	4/4	2	1	IV		E	bIII		IV	IV							M	0	0	-1, 3, 0		-1	-1
29	29	225/2	0.5	1/8	1/8	4/4	2	1	IV6		E	bIII		IV6	IV		6					M	0	0	3, 0, -1		-1	3
29	29	113	2.0	1/4	1/4	4/4	2	1	I		E	bIII		I	I							M	0	0	0, 4, 1		0	0
29	29	115	1.0	3/4	3/4	4/4	2	1	iv.V		E	iv		V	V							M	0	1	1, 5, 2		1	1
30	30	116	3.0	0	0	4/4	2	1	viio43/V		E	iv		viio43/V	vii	o	43		V			o7	0	1	0, -3, 6, 3		6	0
30	30	119	1.0	3/4	3/4	4/4	2	1	V		E	iv		V	V							M	0	1	1, 5, 2		1	1
31	31	120	3.0	0	0	4/4	2	1	viio43/V		E	iv		viio43/V	vii	o	43		V			o7	0	1	0, -3, 6, 3		6	0
31	31	123	1.0	3/4	3/4	4/4	2	1	V		E	iv		V	V							M	0	1	1, 5, 2		1	1
32	32	124	2.0	0	0	4/4	2	1	i}{		E	iv		i	i						}{	m	0	1	0, -3, 1		0	0
32	32	126	1.0	1/2	1/2	4/4	2	1	bIII.V7		E	bIII		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	32	127	0.5	3/4	3/4	4/4	2	1	I		E	bIII		I	I							M	0	0	0, 4, 1		0	0
32	32	255/2	0.5	7/8	7/8	4/4	2	1	I6		E	bIII		I6	I		6					M	0	0	4, 1, 0		0	4
33	33	128	0.5	0	0	4/4	2	1	IV		E	bIII		IV	IV							M	0	0	-1, 3, 0		-1	-1
33	33	257/2	0.5	1/8	1/8	4/4	2	1	IV6		E	bIII		IV6	IV		6					M	0	0	3, 0, -1		-1	3
33	33	129	2.0	1/4	1/4	4/4	2	1	I		E	bIII		I	I							M	0	0	0, 4, 1		0	0
33	33	131	1.0	3/4	3/4	4/4	2	1	v.ii%43		E	v		ii%43	ii	%	43					%7	0	1	-4, 0, 2, -1		2	-4
34	34	132	3.0	0	0	4/4	2	1	V(64)		E	v		V(64)	V			64				M	0	1	1, 0, -3		1	1
34	34	135	1.0	3/4	3/4	4/4	2	1	ii%43		E	v		ii%43	ii	%	43					%7	0	1	-4, 0, 2, -1		2	-4
35	35	136	3.0	0	0	4/4	2	1	V(64)		E	v		V(64)	V			64				M	0	1	1, 0, -3		1	1
35	35	139	1.0	3/4	3/4	4/4	2	1	ii%43	vii%7/III	E	v		ii%43	ii	%	43					%7	0	1	-4, 0, 2, -1		2	-4
36	36	140	2.0	0	0	4/4	2	1	III/v.V(64)		E	III/v		V(64)	V			64				M	0	0	1, 0, 4		1	1
36	36	142	1.0	1/2	1/2	4/4	2	1	#viio43/ii	V(6#4#2)	E	III/v		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
36	36	143	1.0	3/4	3/4	4/4	2	1	V43		E	III/v		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
37	37	144	4.0	0	0	4/4	2	1	I|IAC}		E	III/v		I	I					IAC	}	M	0	0	0, 4, 1		0	0
38	38	148	2.0	0	0	4/4	2	1	bIII.ii{		E	bIII		ii	ii						{	m	0	0	2, -1, 3		2	2
38	38	150	1.0	1/2	1/2	4/4	2	1	V7		E	bIII		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
38	38	151	0.5	3/4	3/4	4/4	2	1	I		E	bIII		I	I							M	0	0	0, 4, 1		0	0
38	38	303/2	0.5	7/8	7/8	4/4	2	1	I6		E	bIII		I6	I		6					M	0	0	4, 1, 0		0	4
39	39	152	0.5	0	0	4/4	2	1	IV		E	bIII		IV	IV							M	0	0	-1, 3, 0		-1	-1
39	39	305/2	0.5	1/8	1/8	4/4	2	1	IV6		E	bIII		IV6	IV		6					M	0	0	3, 0, -1		-1	3
39	39	153	2.0	1/4	1/4	4/4	2	1	I		E	bIII		I	I							M	0	0	0, 4, 1		0	0
39	39	155	1.0	3/4	3/4	4/4	2	1	iv.V		E	iv		V	V							M	0	1	1, 5, 2		1	1
40	40	156	3.0	0	0	4/4	2	1	viio43/V		E	iv		viio43/V	vii	o	43		V			o7	0	1	0, -3, 6, 3		6	0
40	40	159	1.0	3/4	3/4	4/4	2	1	V		E	iv		V	V							M	0	1	1, 5, 2		1	1
41	41	160	3.0	0	0	4/4	2	1	viio43/V		E	iv		viio43/V	vii	o	43		V			o7	0	1	0, -3, 6, 3		6	0
41	41	163	1.0	3/4	3/4	4/4	2	1	V		E	iv		V	V							M	0	1	1, 5, 2		1	1
42	42	164	2.0	0	0	4/4	2	1	i}{		E	iv		i	i						}{	m	0	1	0, -3, 1		0	0
42	42	166	1.0	1/2	1/2	4/4	2	1	bIII.V7		E	bIII		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
42	42	167	0.5	3/4	3/4	4/4	2	1	I		E	bIII		I	I							M	0	0	0, 4, 1		0	0
42	42	335/2	0.5	7/8	7/8	4/4	2	1	I6		E	bIII		I6	I		6					M	0	0	4, 1, 0		0	4
43	43	168	0.5	0	0	4/4	2	1	IV		E	bIII		IV	IV							M	0	0	-1, 3, 0		-1	-1
43	43	337/2	0.5	1/8	1/8	4/4	2	1	IV6		E	bIII		IV6	IV		6					M	0	0	3, 0, -1		-1	3
43	43	169	2.0	1/4	1/4	4/4	2	1	I		E	bIII		I	I							M	0	0	0, 4, 1		0	0
43	43	171	1.0	3/4	3/4	4/4	2	1	v.ii%43		E	v		ii%43	ii	%	43					%7	0	1	-4, 0, 2, -1		2	-4
44	44	172	3.0	0	0	4/4	2	1	V(64)		E	v		V(64)	V			64				M	0	1	1, 0, -3		1	1
44	44	175	1.0	3/4	3/4	4/4	2	1	ii%43		E	v		ii%43	ii	%	43					%7	0	1	-4, 0, 2, -1		2	-4
45	45	176	3.0	0	0	4/4	2	1	V(64)		E	v		V(64)	V			64				M	0	1	1, 0, -3		1	1
45	45	179	1.0	3/4	3/4	4/4	2	1	ii%43		E	v		ii%43	ii	%	43					%7	0	1	-4, 0, 2, -1		2	-4
46	46	180	4.0	0	0	4/4	2	1	I.V64		E	I		V64	V		64					M	0	0	2, 1, 5		1	2
47	47	184	6.0	0	0	4/4	2	1	V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
48	48	190	2.0	1/2	1/2	4/4	2	1	V65		E	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
49	49	192	8.0	0	0	4/4	2	1	V43|HC}		E	I		V43	V		43			HC	}	Mm7	0	0	2, -1, 1, 5		1	2
51	51	200	4.0	0	0	4/4	2	1	I[I{		E	I	I	I	I						{	M	0	0	0, 4, 1		0	0
52	52	204	4.0	0	0	4/4	2	1	I(+6)		E	I	I	I(+6)	I			+6				M	0	0	0, 4, 1	3	0	0
53	53	208	1.0	0	0	4/4	2	1	V43		E	I	I	V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
53	53	209	2.5	1/4	1/4	4/4	2	1	V43(+2)		E	I	I	V43(+2)	V		43	+2				Mm7	0	0	2, -1, 1, 5	3	1	2
53	53	423/2	0.5	7/8	7/8	4/4	2	1	V43		E	I	I	V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
54	54	212	8.0	0	0	4/4	2	1	I}		E	I	I	I	I						}	M	0	0	0, 4, 1		0	0
54	54	215	0.0	3/4	3/4	4/4	2	1	{		E	I	I								{		0	0				
56	56	220	4.0	0	0	4/4	2	1	I(+6)]		E	I	I	I(+6)	I			+6				M	0	0	0, 4, 1	3	0	0
57	57	224	4.0	0	0	4/4	2	1	iii.V(64)		E	iii		V(64)	V			64				M	0	1	1, 0, -3		1	1
58	58	228	1.0	0	0	4/4	2	1	#viio2		E	iii		#viio2	#vii	o	2					o7	0	1	-4, 5, 2, -1		5	-4
58	58	229	1.0	1/4	1/4	4/4	2	1	V7		E	iii		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
58	58	230	0.5	1/2	1/2	4/4	2	1	i(4)}		E	iii		i(4)	i			4			}	m	0	1	0, -1, 1		0	0
58	58	461/2	0.5	5/8	5/8	4/4	2	1	i		E	iii		i	i							m	0	1	0, -3, 1		0	0
58	58	231	0.5	3/4	3/4	4/4	2	1	i(9)		E	iii		i(9)	i			9				m	0	1	0, -3, 1	2	0	0
58	58	463/2	0.5	7/8	7/8	4/4	2	1	i|IAC		E	iii		i	i					IAC		m	0	1	0, -3, 1		0	0
59	59	232	3.0	0	0	4/4	2	1	I.ii{		E	I		ii	ii						{	m	0	0	2, -1, 3		2	2
59	59	235	1.0	3/4	3/4	4/4	2	1	ii7		E	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
60	60	236	1.0	0	0	4/4	2	1	V7(4)		E	I		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
60	60	237	3.0	1/4	1/4	4/4	2	1	V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
61	61	240	4.5	0	0	4/4	2	1	ii		E	I		ii	ii							m	0	0	2, -1, 3		2	2
62	62	489/2	1.0	1/8	1/8	4/4	2	1	V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
62	62	491/2	1.0	3/8	3/8	4/4	2	1	IV(+4)		E	I		IV(+4)	IV			+4				M	0	0	-1, 3, 0	5	-1	-1
62	62	493/2	1.0	5/8	5/8	4/4	2	1	#viio2/ii	V65(6#4#2)	E	I		#viio2/ii	#vii	o	2		ii			o7	0	0	-2, 7, 4, 1		7	-2
62	62	495/2	0.5	7/8	7/8	4/4	2	1	V65|HC}		E	I		V65	V		65			HC	}	Mm7	0	0	5, 2, -1, 1		1	5
63	63	248	3.0	0	0	4/4	2	1	ii{		E	I		ii	ii						{	m	0	0	2, -1, 3		2	2
63	63	251	1.0	3/4	3/4	4/4	2	1	ii7		E	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
64	64	252	1.0	0	0	4/4	2	1	V7(4)		E	I		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
64	64	253	3.0	1/4	1/4	4/4	2	1	V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
65	65	256	4.5	0	0	4/4	2	1	ii		E	I		ii	ii							m	0	0	2, -1, 3		2	2
66	66	521/2	2.0	1/8	1/8	4/4	2	1	V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
66	66	525/2	2.0	5/8	5/8	4/4	2	1	IV6		E	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
67	67	529/2	1.0	1/8	1/8	4/4	2	1	V65		E	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
67	67	531/2	1.0	3/8	3/8	4/4	2	1	I		E	I		I	I							M	0	0	0, 4, 1		0	0
67	67	533/2	1.0	5/8	5/8	4/4	2	1	#viio7/ii	V43(6#4#2)	E	I		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
67	67	535/2	0.5	7/8	7/8	4/4	2	1	V43		E	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
